,name,rating,review,company_type,Head_Quarters,Company_Age,No_of_Employee
3734,Moon Beverages,3.6,(103 Reviews),Public,New Delhi + 6 more,34 years old,501-1k employees (Global)
3735,Sears IT & Managem...,3.9,(103 Reviews),Private,"Pune,Maharashtra + 1 more",12 years old,1k-5k employees (Global)
3736,General Energy Man...,4.0,(103 Reviews),Private,"Noida,Uttar Pradesh + 23 more",22 years old,201-500 employees (Global)
3737,Indian School Fina...,4.3,(103 Reviews),"Delhi/NCR,Delhi + 33 more",27 years old,201-500 employees (Global),
3738,Central Institute ...,4.1,(103 Reviews),Private,"Dhanbad,Jharkhand + 6 more",14 years old,201-500 employees (Global)
3739,Bluestream Softwar...,5.0,(103 Reviews),Pune + 7 more,,,
3740,Kesari Tours,3.9,(103 Reviews),Private,"Mumbai,Maharashtra + 7 more",37 years old,1k-5k employees (Global)
3741,PIX Transmissions,4.3,(102 Reviews),Public,"Nagpur,Maharashtra + 4 more",40 years old,1k-5k employees (Global)
3742,King George's Medi...,4.0,(102 Reviews),Private,Lucknow + 5 more,116 years old,5k-10k employees (Global)
3743,Tokai Rubber Auto ...,3.9,(102 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",13 years old,51-200 employees (Global)
3744,Masu Brakes,3.9,(102 Reviews),Private,"Delhi/NCR,Delhi + 4 more",39 years old,1k-5k employees (Global)
3745,Swastika Investmar...,3.3,(102 Reviews),Public,"Indore,Madhya Pradesh + 36 more",29 years old,1k-5k employees (Global)
3746,Ipsos,3.6,(102 Reviews),Private,Paris + 15 more,46 years old,10k-50k employees (Global)
3747,Saksoft,3.3,(102 Reviews),Public,"Chennai,Tamil Nadu + 8 more",22 years old,1k-5k employees (Global)
3748,Saksoft,3.3,(102 Reviews),Public,"Chennai,Tamil Nadu + 8 more",22 years old,1k-5k employees (Global)
3749,Government of West...,3.8,(102 Reviews),Private,Howrah + 11 more,74 years old,1 Lakh+ employees (Global)
3750,Swastika Investmar...,3.3,(102 Reviews),Public,"Indore,Madhya Pradesh + 36 more",29 years old,1k-5k employees (Global)
3751,Compuage Infocom,3.5,(102 Reviews),Public,"Mumbai,Maharashtra + 26 more",34 years old,201-500 employees (Global)
3752,Masu Brakes,3.9,(102 Reviews),Private,"Delhi/NCR,Delhi + 4 more",39 years old,1k-5k employees (Global)
3753,EXEDY,3.9,(102 Reviews),Private,Keysborough + 5 more,44 years old,501-1k employees (Global)
3754,SALARPURIA SATTVA,4.0,(102 Reviews),"Bangalore/Bengaluru,Karnataka + 5 more",35 years old,501-1k employees (Global),
3755,Gujarat Narmada Va...,4.4,(102 Reviews),Private,Bharuch + 10 more,45 years old,1k-5k employees (Global)
3756,Hill International,4.4,(102 Reviews),Public,"Philadelphia,Pennsylvania + 10 more",45 years old,1k-5k employees (Global)
3757,Teleone,3.6,(102 Reviews),Private,"Delhi/NCR,Delhi + 15 more",23 years old,501-1k employees (Global)
3758,ecare India,3.6,(102 Reviews),Private,"Chennai,Tamil Nadu + 1 more",21 years old,1k-5k employees (Global)
3759,Citco,2.7,(102 Reviews),Private,"Mumbai,Maharashtra + 2 more",5 years old,5k-10k employees (Global)
3760,Mahindra Retail,4.8,(102 Reviews),Private,Bengaluru + 32 more,14 years old,1k-5k employees (Global)
3761,Henkel,3.9,(102 Reviews),Private,"Mumbai,Maharashtra + 19 more",56 years old,50k-1 Lakh employees (Global)
3762,PIX Transmissions,4.3,(102 Reviews),Public,"Nagpur,Maharashtra + 4 more",40 years old,1k-5k employees (Global)
3763,UGC Supply Chain S...,3.9,(102 Reviews),Private,"Pune,Maharashtra + 11 more",22 years old,1k-5k employees (Global)
3764,Drive India Enterp...,4.2,(102 Reviews),Mumbai + 32 more,18 years old,1k-5k employees (Global),
3765,Pinkerton,3.9,(102 Reviews),Private,"Ann Arbor,Detroit + 9 more",171 years old,1k-5k employees (Global)
3766,Kiran Foreign Trad...,3.5,(102 Reviews),Private,Mohali,14 years old,501-1k employees (Global)
3767,Sraco,4.0,(102 Reviews),Private,Dammam + 7 more,39 years old,10k-50k employees (Global)
3768,Gpt Infraprojects,3.7,(102 Reviews),Public,"Kolkata,West Bengal + 13 more",41 years old,501-1k employees (Global)
3769,ABIL Group,3.7,(102 Reviews),Private,"Pune,Maharashtra + 1 more",42 years old,201-500 employees (Global)
3770,Crossword Bookstor...,4.1,(102 Reviews),Private,"Mumbai,Maharashtra + 19 more",29 years old,201-500 employees (India)
3771,Magnasoft Consulti...,3.1,(102 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",21 years old,1k-5k employees (Global)
3772,ILJIN AUTOMOTIVE,3.6,(102 Reviews),Seoul + 5 more,48 years old,,
3773,R.K.M Powergen,4.1,(102 Reviews),Private,"Chennai,Tamil Nadu + 4 more",17 years old,201-500 employees (Global)
3774,Cipla Health,4.2,(102 Reviews),Public,Mumbai + 29 more,8 years old,501-1k employees (Global)
3775,Brand Factory,4.0,(102 Reviews),"Mumbai,Maharashtra + 26 more",15 years old,501-1k employees (Global),
3776,Hicare Services,4.0,(102 Reviews),Private,"Mumbai,Maharashtra + 21 more",18 years old,501-1k employees (India)
3777,Aster MIMS,4.4,(102 Reviews),Private,Kozhikode + 10 more,21 years old,1k-5k employees (Global)
3778,5paisa Capital,3.7,(102 Reviews),Public,"Thane,Maharashtra + 6 more",5 years old,501-1k employees (Global)
3779,Ikya Human Capital,4.3,(102 Reviews),Bengaluru/Bangalore + 40 more,,,
3780,Red Hat,4.5,(102 Reviews),Private,"Raleigh,North Carolina + 4 more",21 years old,10k-50k employees (Global)
3781,Teleindia Networks,3.6,(102 Reviews),"Bangalore/Bengaluru,Karnataka + 10 more",15 years old,51-200 employees (Global),
3782,UNITILE,4.7,(102 Reviews),Private,"Mumbai,Maharashtra + 11 more",27 years old,51-200 employees (Global)
3783,MSPL,3.8,(101 Reviews),Private,Hosapete + 19 more,60 years old,1k-5k employees (Global)
3784,British Airways,3.9,(101 Reviews),Private,"Harmondsworth,Greater London + 7 more",102 years old,10k-50k employees (Global)
3785,Louis Dreyfus Comm...,4.3,(101 Reviews),Private,Gen̬ve + 11 more,24 years old,10k-50k employees (Global)
3786,Cleartrip,3.9,(101 Reviews),Private,"Mumbai,Maharashtra + 8 more",16 years old,501-1k employees (India)
3787,ICRA,3.0,(101 Reviews),Public,"Gurgaon/Gurugram,Haryana + 13 more",30 years old,501-1k employees (Global)
3788,Vivimed Labs,3.9,(101 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 7 more",30 years old,501-1k employees (Global)
3789,Lalitpur Power Gen...,4.0,(101 Reviews),Private,"Lalitpur,Uttar Pradesh + 3 more",12 years old,1k-5k employees (Global)
3790,NSL Textiles,4.3,(101 Reviews),Private,"Guntur,Andhra Pradesh + 10 more",19 years old,5k-10k employees (Global)
3791,Etech Global Servi...,4.2,(101 Reviews),Private,"Nacogdoches,Texas + 2 more",24 years old,1k-5k employees (India)
3792,Technocon Services,3.5,(101 Reviews),"Kolkata,West Bengal + 13 more",39 years old,501-1k employees (Global),
3793,Bharat Benz,4.2,(101 Reviews),Private,"Chennai,Tamil Nadu + 44 more",10 years old,1k-5k employees (Global)
3794,Unicorn Infosoluti...,3.6,(101 Reviews),"Mumbai,Maharashtra + 13 more",19 years old,501-1k employees (Global),
3795,Hyva,3.4,(101 Reviews),Mumbai + 9 more,42 years old,1k-5k employees (Global),
3796,Videocon Telecommu...,4.3,(101 Reviews),Private,"Gurgaon/Gurugram,Haryana + 30 more",13 years old,1k-5k employees (Global)
3797,IQ BackOffice,3.8,(101 Reviews),"El Segundo,California",19 years old,501-1k employees (Global),
3798,Control Print,3.7,(101 Reviews),Public,"Mumbai,Maharashtra + 14 more",30 years old,201-500 employees (Global)
3799,National Aerospace...,4.3,(101 Reviews),Private,"Bangalore/Bengaluru,Karnataka",62 years old,1k-5k employees (Global)
3800,Capricorn Logistic...,3.8,(101 Reviews),Private,"Mumbai,Maharashtra + 18 more",20 years old,1k-5k employees (Global)
3801,Bilt,3.6,(101 Reviews),Private,"Gurgaon/Gurugram,Haryana + 17 more",76 years old,1k-5k employees (Global)
3802,Accion Labs,4.0,(101 Reviews),Private,"Bridgeville,Pennsylvania + 5 more",10 years old,1k-5k employees (Global)
3803,Zee Media Corporat...,3.7,(101 Reviews),Public,"Noida,Uttar Pradesh + 12 more",22 years old,1k-5k employees (India)
3804,Tbea Energy,3.9,(101 Reviews),Private,"Karjan,Gujrat + 11 more",11 years old,501-1k employees (Global)
3805,RattanIndia Power,3.1,(101 Reviews),Public,"Delhi/NCR,Delhi + 7 more",14 years old,201-500 employees (Global)
3806,Nuance Communicati...,4.3,(101 Reviews),"Burlington,Massachusetts + 8 more",29 years old,10k-50k employees (Global),
3807,IBM Info Services,4.0,(101 Reviews),Private,Chennai + 20 more,22 years old,1k-5k employees (Global)
3808,Videocon Telecommu...,4.3,(101 Reviews),Private,"Gurgaon/Gurugram,Haryana + 30 more",13 years old,1k-5k employees (Global)
3809,Amrutanjan Health ...,4.2,(101 Reviews),Public,"Chennai,Tamil Nadu + 20 more",128 years old,501-1k employees (Global)
3810,Ratna Sagar,3.3,(101 Reviews),Private,"Delhi/NCR,Delhi + 19 more",39 years old,501-1k employees (Global)
3811,St. Joseph's Schoo...,4.4,(101 Reviews),"Greater Noida,Uttar Pradesh + 28 more",21 years old,501-1k employees (Global),
3812,AL JABER GROUP,4.4,(101 Reviews),Private,Abu Dhabi + 9 more,51 years old,50k-1 Lakh employees (Global)
3813,Karma Ayurveda,4.4,(101 Reviews),,,,
3814,G.S.E.C,3.9,(101 Reviews),Private,Ahmedabad + 10 more,56 years old,501-1k employees (Global)
3815,Lifelong India,4.0,(101 Reviews),Private,"Delhi/NCR,Delhi + 4 more",36 years old,1k-5k employees (Global)
3816,Accion Labs,4.0,(101 Reviews),Private,"Bridgeville,Pennsylvania + 5 more",10 years old,1k-5k employees (Global)
3817,Zee Media Corporat...,3.7,(101 Reviews),Public,"Noida,Uttar Pradesh + 12 more",22 years old,1k-5k employees (India)
3818,Tbea Energy,3.9,(101 Reviews),Private,"Karjan,Gujrat + 11 more",11 years old,501-1k employees (Global)
3819,Sv Creditline,4.3,(101 Reviews),Public,Gurgaon + 30 more,11 years old,1k-5k employees (Global)
3820,Paytm Mall,3.6,(101 Reviews),Delhi + 20 more,11 years old,501-1k employees (India),
3821,Intelux Electronic...,3.8,(101 Reviews),Private,"Pune,Maharashtra + 8 more",25 years old,501-1k employees (Global)
3822,Cliantha Research,4.2,(101 Reviews),Public,"Ahmedabad,Gujrat + 4 more",17 years old,501-1k employees (Global)
3823,STPL,4.7,(100 Reviews),Private,San Mateo + 19 more,17 years old,51-200 employees (Global)
3824,Government Polytec...,3.8,(100 Reviews),Private,Nagpur + 45 more,107 years old,51-200 employees (Global)
3825,IKF Finance,3.4,(100 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 28 more",30 years old,501-1k employees (Global)
3826,Tata Metaliks,4.0,(100 Reviews),Public,"Kolkata,West Bengal + 5 more",31 years old,1k-5k employees (India)
3827,TC Global,4.2,(100 Reviews),Private,"Delhi/NCR,Delhi + 17 more",26 years old,501-1k employees (Global)
3828,Sharp Business Sys...,3.6,(100 Reviews),Private,Noida + 26 more,109 years old,51-200 employees (Global)
3829,Kimberly-Clark,4.2,(100 Reviews),Private,"Irving,Texas + 24 more",149 years old,501-1k employees (India)
3830,Abhijeet Group,4.0,(100 Reviews),Private,Nagpur + 16 more,33 years old,5k-10k employees (Global)
3831,Jeena & Company,3.9,(100 Reviews),Private,"Mumbai,Maharashtra + 22 more",121 years old,501-1k employees (Global)
3832,Hyundai Glovis,4.1,(100 Reviews),Public,"Gangnam-gu,Seoul + 4 more",20 years old,51-200 employees (India)
3833,Weavetex Overseas,3.6,(100 Reviews),"Baghpat,Uttar Pradesh + 5 more",52 years old,1k-5k employees (Global),
3834,NOVO Medisciences,3.3,(100 Reviews),Mumbai + 16 more,75 years old,201-500 employees (Global),
3835,Century Textiles a...,4.3,(100 Reviews),Private,"Mumbai,Maharashtra + 33 more",124 years old,1k-5k employees (India)
3836,The MobileStore,4.5,(100 Reviews),Public,"Mumbai,Maharashtra + 23 more",15 years old,1k-5k employees (Global)
3837,Midland Microfin,3.8,(100 Reviews),Jalandhar + 35 more,10 years old,1k-5k employees (India),
3838,Indian Council of ...,4.2,(100 Reviews),Private,New Delhi + 27 more,92 years old,1k-5k employees (Global)
3839,QBurst Technologie...,4.6,(100 Reviews),Private,"Chantilly,Virginia + 5 more",17 years old,1k-5k employees (Global)
3840,Datamatics Financi...,3.7,(100 Reviews),Private,Mumbai + 1 more,46 years old,10k-50k employees (Global)
3841,Nesma Trading,4.3,(100 Reviews),Private,Al Khobar + 8 more,17 years old,5k-10k employees (Global)
3842,Xrbia Developers,3.1,(100 Reviews),Private,"Pune,Maharashtra + 4 more",9 years old,201-500 employees (Global)
3843,Bellsonica Auto Co...,3.9,(100 Reviews),"Gurgaon/Gurugram,Haryana + 5 more",65 years old,1k-5k employees (Global),
3844,MeritTrac Services,4.0,(100 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",21 years old,501-1k employees (Global)
3845,DATAMARK BPO SERVI...,3.6,(100 Reviews),Private,El Paso + 3 more,32 years old,1k-5k employees (Global)
3846,Lapiz Digital Serv...,3.0,(100 Reviews),"Chennai,Tamil Nadu + 2 more",22 years old,1k-5k employees (Global),
3847,PPD,4.4,(100 Reviews),"Wilmington,North Carolina + 5 more",36 years old,10k-50k employees (Global),
3848,Som Autotech,3.6,(100 Reviews),Private,Aurangabad + 3 more,10 years old,501-1k employees (Global)
3849,Cactus Communicati...,3.6,(100 Reviews),Private,"Mumbai,Maharashtra + 7 more",19 years old,201-500 employees (India)
3850,Pie Infocomm,4.3,(100 Reviews),Private,"Lucknow,Uttar Pradesh + 1 more",19 years old,51-200 employees (Global)
3851,InternIn,4.6,(100 Reviews),Private,"Aurangabad,Maharashtra + 14 more",1 years old,11-50 employees (Global)
3852,Accurate Engineeri...,3.4,(100 Reviews),"Pune,Maharashtra + 11 more",58 years old,1k-5k employees (Global),
3853,Sun Direct TV,4.3,(99 Reviews),Private,"Chennai,Tamil Nadu + 23 more",14 years old,501-1k employees (Global)
3854,SSK Group,4.0,(99 Reviews),Private,Pune + 29 more,32 years old,501-1k employees (Global)
3855,TMF Group,3.2,(99 Reviews),Private,"Amsterdam,North Holland + 6 more",33 years old,5k-10k employees (Global)
3856,Mavenir Systems,3.5,(99 Reviews),Private,"Richardson,Texas + 8 more",16 years old,1k-5k employees (Global)
3857,Walter Bushnell,3.6,(99 Reviews),Private,Gurgaon + 25 more,17 years old,1k-5k employees (Global)
3858,Care IT Solutions,3.2,(99 Reviews),Private,Chennai + 11 more,18 years old,1k-5k employees (Global)
3859,Tata Institute of ...,3.9,(99 Reviews),Private,"Mumbai,Maharashtra + 25 more",85 years old,501-1k employees (Global)
3860,Thomson Press Indi...,4.0,(99 Reviews),Private,Faridabad + 8 more,54 years old,1k-5k employees (Global)
3861,Gini & Jony,3.5,(99 Reviews),Private,"Mumbai,Maharashtra + 22 more",41 years old,1k-5k employees (Global)
3862,Basix,4.6,(99 Reviews),Private,Hyderabad + 42 more,25 years old,5k-10k employees (Global)
3863,Career Launcher,3.9,(99 Reviews),Private,New Delhi + 27 more,25 years old,1k-5k employees (Global)
3864,Fleet Management,4.1,(99 Reviews),Private,Wong Chuk Hang + 11 more,27 years old,10k-50k employees (Global)
3865,CEVA Logistics,4.2,(99 Reviews),Private,"Marseille,Provence-Alpes-Cote D'Azur + 19 more",15 years old,1k-5k employees (Global)
3866,Cheers Interactive,2.9,(99 Reviews),Private,"Utrecht,Albert Heijn + 1 more",21 years old,501-1k employees (Global)
3867,Binary Semantics,3.5,(99 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",35 years old,1k-5k employees (Global)
3868,Igarashi Motors,4.2,(99 Reviews),Public,"Chennai,Tamil Nadu + 2 more",29 years old,1k-5k employees (Global)
3869,HEG,4.0,(99 Reviews),Public,"Noida,Uttar Pradesh + 2 more",49 years old,1k-5k employees (Global)
3870,CES,3.6,(99 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 8 more",25 years old,1k-5k employees (Global)
3871,S.M. Consultants,3.8,(99 Reviews),Private,"Bhubaneswar,Odisha + 15 more",22 years old,501-1k employees (Global)
3872,HYT Engineering,3.7,(99 Reviews),"Pune,Maharashtra + 4 more",44 years old,501-1k employees (Global),
3873,Expert Global Solu...,3.5,(99 Reviews),"Aurangabad,Maharashtra + 3 more",22 years old,10k-50k employees (Global),
3874,Walter Bushnell,3.6,(99 Reviews),Private,Gurgaon + 25 more,17 years old,1k-5k employees (Global)
3875,B. E. Billimoria,3.8,(99 Reviews),Private,Mumbai + 10 more,63 years old,1k-5k employees (Global)
3876,Hindware,3.6,(99 Reviews),Private,Gurgaon + 26 more,61 years old,10k-50k employees (Global)
3877,Gini & Jony,3.5,(99 Reviews),Private,"Mumbai,Maharashtra + 22 more",41 years old,1k-5k employees (Global)
3878,Fleet Management,4.1,(99 Reviews),Private,Wong Chuk Hang + 11 more,27 years old,10k-50k employees (Global)
3879,Basix,4.6,(99 Reviews),Private,Hyderabad + 42 more,25 years old,5k-10k employees (Global)
3880,CEVA Logistics,4.2,(99 Reviews),Private,"Marseille,Provence-Alpes-Cote D'Azur + 19 more",15 years old,1k-5k employees (Global)
3881,Cheers Interactive,2.9,(99 Reviews),Private,"Utrecht,Albert Heijn + 1 more",21 years old,501-1k employees (Global)
3882,Essel Infraproject...,3.6,(99 Reviews),Private,"Noida,Uttar Pradesh + 19 more",34 years old,10k-50k employees (Global)
3883,Mahavir Die Caster...,3.9,(99 Reviews),Private,Faridabad + 2 more,30 years old,1k-5k employees (Global)
3884,RAMADA PLAZA,3.7,(99 Reviews),Public,New Jersey + 15 more,68 years old,201-500 employees (Global)
3885,Cryptograph Techno...,4.5,(99 Reviews),Bengaluru + 10 more,11 years old,1k-5k employees (Global),
3886,Helloverify,3.8,(99 Reviews),Noida + 3 more,9 years old,201-500 employees (India),
3887,MAN Energy Solutio...,3.5,(99 Reviews),Augsburg + 5 more,11 years old,10k-50k employees (Global),
3888,Examity,3.8,(99 Reviews),Newton + 3 more,8 years old,201-500 employees (Global),
3889,Star Agriwarehousi...,4.1,(99 Reviews),"Mumbai,Maharashtra + 36 more",15 years old,501-1k employees (Global),
3890,CR Asia,3.9,(99 Reviews),Bangkok + 5 more,30 years old,1k-5k employees (Global),
3891,Indwell,4.2,(99 Reviews),"Vijayawada,Andhra Pradesh + 14 more",44 years old,51-200 employees (Global),
3892,Thryve Digital,3.9,(99 Reviews),LLP,"Chennai,Tamil Nadu + 1 more",5 years old,201-500 employees (Global)
3893,Southern Petrochem...,4.0,(99 Reviews),Public,"Chennai,Tamil Nadu + 5 more",52 years old,501-1k employees (Global)
3894,Amazon Web Service...,3.8,(99 Reviews),"Seattle,Washington + 17 more",15 years old,50k-1 Lakh employees (Global),
3895,Jitm Skills,3.5,(99 Reviews),"Delhi/NCR,Delhi + 23 more",8 years old,501-1k employees (Global),
3896,Milk Mantra Dairy,3.9,(99 Reviews),Private,Bhubaneswar + 9 more,12 years old,501-1k employees (Global)
3897,ICICI Merchant Ser...,4.2,(99 Reviews),Mumbai + 35 more,12 years old,501-1k employees (Global),
3898,ATC Telecom Infras...,4.0,(99 Reviews),Private,New Delhi + 25 more,17 years old,5k-10k employees (Global)
3899,NXP Semiconductors,3.8,(99 Reviews),Public,Eindhoven + 6 more,52 years old,10k-50k employees (Global)
3900,Sapiens,3.7,(99 Reviews),"Holon,North Carolina + 1 more",39 years old,1k-5k employees (India),
3901,Axtria,3.6,(99 Reviews),Private,Berkeley Heights + 3 more,11 years old,1k-5k employees (India)
3902,St. Mary's School,4.3,(98 Reviews),Private,Medford + 35 more,55 years old,501-1k employees (Global)
3903,Jaipur Rugs,3.1,(98 Reviews),Private,"Jaipur,Rajasthan + 7 more",43 years old,201-500 employees (India)
3904,Franciscan Solutio...,3.5,(98 Reviews),Private,"Greater Noida,Uttar Pradesh + 13 more",14 years old,1k-5k employees (Global)
3905,J.K. Helene Curtis,3.9,(98 Reviews),Private,Mumbai + 27 more,57 years old,201-500 employees (Global)
3906,Archies,3.7,(98 Reviews),Public,"Gurgaon/Gurugram,Haryana + 22 more",42 years old,1k-5k employees (Global)
3907,ARSS Infrastructur...,3.9,(98 Reviews),Public,"Bhubaneswar,Odisha + 11 more",21 years old,501-1k employees (Global)
3908,Entab Infotech,3.1,(98 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",20 years old,201-500 employees (Global)
3909,NBCC,4.2,(98 Reviews),Private,"Delhi/NCR,Delhi + 20 more",61 years old,1k-5k employees (India)
3910,Khanna Paper Mills,4.2,(98 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",36 years old,501-1k employees (Global)
3911,Kiran Motors,3.7,(98 Reviews),Private,"Ahmedabad,Gujarat + 7 more",35 years old,501-1k employees (Global)
3912,Continental Hospit...,4.2,(98 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",14 years old,501-1k employees (Global)
3913,Adcock Ingram,3.3,(98 Reviews),"Abu Dhabi,Gauteng + 9 more",131 years old,1k-5k employees (Global),
3914,Indian Railway Cat...,4.2,(98 Reviews),Public,"Delhi/NCR,Delhi + 26 more",22 years old,1k-5k employees (Global)
3915,Aksh Optifibre,3.9,(98 Reviews),Public,"Delhi/NCR,New Delhi + 11 more",35 years old,501-1k employees (Global)
3916,Fernandez Hospital,4.1,(98 Reviews),Private,"Hyderabad/Secunderabad,Telangana",73 years old,1k-5k employees (Global)
3917,The Indian Express,3.8,(98 Reviews),Private,"Noida,Uttar Pradesh + 20 more",89 years old,5k-10k employees (Global)
3918,Nirmal Bang,3.6,(98 Reviews),Private,"Kolkata,West Bengal + 20 more",35 years old,1k-5k employees (Global)
3919,Oakridge Internati...,4.3,(98 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",10 years old,1k-5k employees (Global)
3920,T.G.I. Friday's,4.2,(98 Reviews),Dallas + 13 more,56 years old,10k-50k employees (Global),
3921,Flemingo Duty Free...,4.0,(98 Reviews),Private,Dubai + 14 more,24 years old,1k-5k employees (Global)
3922,Webtel Electrosoft,3.7,(98 Reviews),"Delhi/NCR,Delhi + 9 more",21 years old,201-500 employees (Global),
3923,URS Scott Wilson I...,4.7,(98 Reviews),Private,"Delhi/NCR,Delhi + 31 more",70 years old,5k-10k employees (Global)
3924,Exeltis,3.3,(98 Reviews),Private,Madrid + 20 more,18 years old,1k-5k employees (Global)
3925,Brinks Arya India,4.3,(98 Reviews),Private,"Coppell,Texas + 25 more",40 years old,201-500 employees (Global)
3926,Pacific India,3.6,(98 Reviews),Private,New Delhi + 17 more,25 years old,1k-5k employees (Global)
3927,Target Engineering...,4.1,(98 Reviews),Private,Abu Dhabi + 9 more,46 years old,5k-10k employees (Global)
3928,Gujarat Co Operati...,4.4,(98 Reviews),Anand + 41 more,75 years old,1k-5k employees (Global),
3929,SRR Projects,3.9,(98 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",15 years old,1k-5k employees (Global)
3930,S.S. Kothari Mehta...,3.6,(98 Reviews),Private,"Delhi/NCR,Delhi + 4 more",68 years old,201-500 employees (Global)
3931,Amcor Flexibles In...,3.8,(98 Reviews),Private,"Melbourne,Victoria + 10 more",157 years old,10k-50k employees (Global)
3932,Hsbc Technology,4.1,(98 Reviews),Private,London + 6 more,156 years old,10k-50k employees (India)
3933,Sparsh Hospital,4.2,(98 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",15 years old,1k-5k employees (Global)
3934,Iconic,4.1,(98 Reviews),Private,Gurugram + 17 more,8 years old,501-1k employees (Global)
3935,Hermes I Tickets,4.0,(98 Reviews),Private,"Chennai,Tamil Nadu + 13 more",15 years old,5k-10k employees (Global)
3936,Century Metal Recy...,3.7,(98 Reviews),Public,"Faridabad,Haryana + 11 more",15 years old,1k-5k employees (Global)
3937,The Oriental Insur...,4.4,(98 Reviews),Mumbai + 40 more,74 years old,10k-50k employees (Global),
3938,Lawrence & Mayo,3.6,(98 Reviews),Mumbai + 18 more,144 years old,1k-5k employees (Global),
3939,Infinx Healthcare,3.6,(98 Reviews),San Jose + 3 more,9 years old,501-1k employees (India),
3940,AYN InfoTech,4.2,(98 Reviews),"Pune,Maharashtra + 8 more",12 years old,501-1k employees (Global),
3941,Dhani Healthcare,4.0,(98 Reviews),Gurgaon/Gurugram + 38 more,,,
3942,Starbucks,4.4,(98 Reviews),"Seattle,Washington + 11 more",50 years old,1 Lakh+ employees (Global),
3943,Alivira Animal Hea...,3.0,(98 Reviews),"Mumbai,Maharashtra + 5 more",7 years old,1k-5k employees (Global),
3944,Manipal University,4.2,(97 Reviews),Private,"Manipal,Karnataka + 6 more",68 years old,1k-5k employees (Global)
3945,Vijaya Bank,4.1,(97 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 30 more",90 years old,10k-50k employees (Global)
3946,TATWA Technologies,3.6,(97 Reviews),Private,"Bhubaneswar,Odisha + 5 more",19 years old,1k-5k employees (Global)
3947,Volvo Trucks,4.2,(97 Reviews),Private,Gothenburg + 18 more,93 years old,1 Lakh+ employees (Global)
3948,Prakash Industries,3.8,(97 Reviews),Public,New Delhi + 23 more,41 years old,1k-5k employees (Global)
3949,Ninestars Informat...,3.9,(97 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",22 years old,1k-5k employees (Global)
3950,Innovision,3.5,(97 Reviews),Private,Gurgaon + 27 more,14 years old,11-50 employees (Global)
3951,The Saraswat Co-op...,3.8,(97 Reviews),Public,"Mumbai,Maharashtra + 15 more",103 years old,1k-5k employees (Global)
3952,Praxis Services,3.1,(97 Reviews),Private,Gurugram + 4 more,10 years old,201-500 employees (Global)
3953,Shivani Locks,3.4,(97 Reviews),"Faridabad,Haryana + 3 more",33 years old,201-500 employees (Global),
3954,Sarvodaya Hospital...,4.5,(97 Reviews),"Faridabad,Haryana + 9 more",30 years old,501-1k employees (Global),
3955,Presidium School,3.5,(97 Reviews),Private,New Delhi + 6 more,16 years old,1k-5k employees (Global)
3956,Geno Pharmaceutica...,3.5,(97 Reviews),"Mapusa,Goa + 26 more",46 years old,1k-5k employees (Global),
3957,Synophic Systems,3.6,(97 Reviews),Private,"Cupertino,California + 22 more",20 years old,201-500 employees (Global)
3958,PaySquare Consulta...,4.0,(97 Reviews),Private,"Pune,Maharashtra + 4 more",21 years old,501-1k employees (Global)
3959,Prakash Industries,3.8,(97 Reviews),Public,New Delhi + 23 more,41 years old,1k-5k employees (Global)
3960,Manipal University,4.2,(97 Reviews),Private,"Manipal,Karnataka + 6 more",68 years old,1k-5k employees (Global)
3961,Jaguar Security Se...,4.4,(97 Reviews),Noida + 12 more,31 years old,1k-5k employees (India),
3962,Innovision,3.5,(97 Reviews),Private,Gurgaon + 27 more,14 years old,11-50 employees (Global)
3963,Vcare Call Center,2.5,(97 Reviews),Private,"Noida,Uttar Pradesh + 3 more",17 years old,1k-5k employees (Global)
3964,The Saraswat Co-op...,3.8,(97 Reviews),Public,"Mumbai,Maharashtra + 15 more",103 years old,1k-5k employees (Global)
3965,Praxis Services,3.1,(97 Reviews),Private,Gurugram + 4 more,10 years old,201-500 employees (Global)
3966,Shivani Locks,3.4,(97 Reviews),"Faridabad,Haryana + 3 more",33 years old,201-500 employees (Global),
3967,Shirdi Sai Electri...,4.0,(97 Reviews),Hyderabad + 15 more,27 years old,1k-5k employees (Global),
3968,I P Integrated Ser...,4.4,(97 Reviews),Private,Gurgram + 26 more,10 years old,1k-5k employees (Global)
